"Format","AiM CSV File"
"Session","Aravete"
"Vehicle","20 - Parolin Kart TM 60 2022"
"Racer","Ralf Rahkema"
"Championship","EMV1"
"Comment","77 hammakas rõühk 0.77"
"Date","Saturday, July 13, 2024"
"Time","9:00 AM"
"Sample Rate","20"
"Duration","470"
"Segment","Session"
"Beacon Markers","5.497","57.869","107.67","156.923","207.86","256.755","306.001","355.16","404.799","470"
"Segment Times","0:05.497","0:52.372","0:49.801","0:49.253","0:50.937","0:48.895","0:49.246","0:49.159","0:49.639","1:05.201"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","External Voltage","Exhaust Temp","Internal Battery","RPM"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","V","°C","V","rpm"

"83.900","69.9118","15","0.2853","0.2687","0.3851","107.0352","8.3104","107.1588","3.6000","0.1077","133.8908","59.12518113","25.74726948","16.0","493.5","0.0","10487"
"83.950","70.2656","15","0.2386","0.2686","0.3511","107.4523","6.9035","107.1500","3.6000","0.1000","161.9921","59.12517838","25.74728587","16.0","495.0","0.0","10484"
"84.000","70.4715","15","0.2029","0.2577","0.3575","107.8027","5.8322","107.1439","3.6000","0.1000","192.3082","59.12517563","25.74730220","16.0","496.5","0.0","10688"
"84.050","71.3387","15","0.1807","0.2526","0.3491","107.9229","5.1590","107.1418","3.6000","0.1000","220.0805","59.12517282","25.74731885","16.0","498.0","0.0","10587"
"84.100","71.6529","15","0.1588","0.2537","0.3335","108.0838","4.5072","107.1269","3.6000","0.1000","253.0166","59.12516993","25.74733549","16.0","499.8","0.0","10858"
"84.150","72.0519","15","0.1189","0.2478","0.2967","108.3268","3.3544","107.1209","3.6000","0.1000","341.8585","59.12516710","25.74735214","16.0","501.2","0.0","10711"
"84.200","72.5151","15","0.0792","0.2525","0.3025","108.3491","2.2203","107.1153","3.6000","0.1000","519.8108","59.12516422","25.74736904","16.0","502.8","0.0","10791"
"84.250","73.1228","15","0.0438","0.2623","0.2897","108.3971","1.2205","107.1175","3.6000","0.1000","953.5369","59.12516128","25.74738606","16.0","504.2","0.0","10837"
"84.300","73.5759","15","0.0165","0.2735","0.2701","108.6358","0.4573","107.0991","3.6000","0.1000","2560.8074","59.12515828","25.74740295","16.0","505.8","0.0","10942"
"84.350","73.8367","15","0.0085","0.2631","0.2409","108.8094","0.2333","107.0911","3.6000","0.1000","5037.7163","59.12515530","25.74742013","16.0","507.5","0.0","10986"
"84.400","74.2311","15","-0.0147","0.2405","0.2620","108.5713","-0.4012","107.1033","3.6000","0.1000","2944.9177","59.12515233","25.74743731","16.0","509.0","0.0","11004"
"84.450","74.7783","15","-0.0120","0.2290","0.2659","108.3949","-0.3270","107.1115","3.6000","0.1000","3640.0974","59.12514939","25.74745465","16.0","510.8","0.0","11081"
"84.500","75.3238","15","0.0067","0.2293","0.2639","108.4509","0.1815","107.1089","3.6000","0.1000","6604.5977","59.12514637","25.74747210","16.0","512.5","0.0","11135"
"84.550","75.7186","15","0.0199","0.2448","0.2171","108.5216","0.5350","107.0882","3.6000","0.1000","2252.3145","59.12514344","25.74748970","16.0","514.0","0.0","11202"
"84.600","76.0670","15","0.0235","0.2264","0.1909","108.4589","0.6287","107.0786","3.6000","0.1000","1925.6094","59.12514040","25.74750736","16.0","516.0","0.0","11250"
"84.650","76.2217","15","0.0180","0.2125","0.2078","108.4908","0.4785","107.0900","3.6000","0.1000","2535.0581","59.12513739","25.74752496","16.0","517.5","0.0","11321"
"84.700","76.6448","15","0.0035","0.2136","0.2022","108.6770","0.0927","107.0900","3.6000","0.1000","10000.0000","59.12513428","25.74754265","16.0","519.5","0.0","11352"
"84.750","77.1568","15","0.0034","0.2136","0.2240","108.5746","0.0879","107.1007","3.6000","0.1000","10000.0000","59.12513120","25.74756045","16.0","521.0","0.0","11430"
"84.800","77.6409","15","0.0166","0.2037","0.2357","108.8723","0.4360","107.1240","3.6000","0.1000","2834.3140","59.12512795","25.74757853","16.0","523.0","0.0","11456"
"84.850","77.9249","15","0.0067","0.1890","0.2456","108.9320","0.1763","107.1305","3.6000","0.1000","7032.9932","59.12512480","25.74759645","16.0","524.5","0.0","11523"
"84.900","78.1594","15","-0.0177","0.1869","0.2142","108.4893","-0.4591","107.1152","3.6000","0.1000","2709.2703","59.12512183","25.74761448","16.0","526.0","0.0","11558"
"84.950","78.4407","15","-0.0321","0.1957","0.2250","108.2612","-0.8301","107.1121","3.6000","0.1000","1503.9135","59.12511878","25.74763260","16.0","527.5","0.0","11621"
"85.000","78.8063","15","-0.0310","0.1964","0.2287","108.2932","-0.7979","107.1320","3.6000","0.1000","1571.8641","59.12511564","25.74765088","16.0","529.0","0.0","11671"
"85.050","79.2522","15","-0.0398","0.1849","0.2389","108.4740","-1.0209","107.1496","3.6000","0.1000","1235.4679","59.12511244","25.74766931","16.0","530.5","0.0","11735"
"85.100","79.4628","15","-0.0534","0.1765","0.2493","108.6270","-1.3626","107.1592","3.6000","0.1000","928.1213","59.12510923","25.74768762","16.0","532.0","0.0","11772"
"85.150","79.8446","15","-0.0581","0.1782","0.2599","108.5236","-1.4768","107.1739","3.6000","0.1000","860.4703","59.12510613","25.74770610","16.0","533.5","0.0","11837"
"85.200","80.1363","15","-0.0460","0.1982","0.2713","108.3434","-1.1654","107.1824","3.6000","0.1000","1094.3628","59.12510298","25.74772467","16.0","535.0","0.0","11865"
"85.250","80.5140","15","-0.0330","0.2131","0.2928","108.2458","-0.8319","107.1994","3.6000","0.1000","1540.3990","59.12509979","25.74774335","16.0","537.0","0.0","11929"
"85.300","80.8876","15","-0.0314","0.2020","0.2973","108.1532","-0.7871","107.2064","3.6000","0.1000","1635.5300","59.12509663","25.74776209","16.0","539.0","0.0","11961"
"85.350","81.1761","15","-0.0694","0.1751","0.3146","108.0017","-1.7319","107.2179","3.6000","0.1000","745.9703","59.12509357","25.74778091","16.0","541.0","0.0","12026"
"85.400","81.5028","15","-0.1219","0.1567","0.3218","107.9057","-3.0329","107.2369","3.6000","0.1000","427.7012","59.12509045","25.74779974","16.0","543.0","0.0","12034"
"85.450","81.9312","15","-0.1252","0.1666","0.3251","107.8550","-3.1070","107.2525","3.6000","0.1000","419.6866","59.12508728","25.74781883","16.0","545.5","0.0","12103"
"85.500","82.2827","15","-0.1076","0.1756","0.3228","107.7746","-2.6597","107.2565","3.6000","0.1000","492.3790","59.12508416","25.74783787","16.0","547.5","0.0","12134"
"85.550","82.3841","15","-0.0886","0.1707","0.3061","107.7681","-2.1818","107.2613","3.6000","0.1000","600.9623","59.12508103","25.74785690","16.0","550.0","0.0","12189"
"85.600","82.4475","15","-0.0806","0.1559","0.3623","107.5195","-1.9768","107.2933","3.6000","0.1000","663.8056","59.12507798","25.74787612","16.0","552.0","0.0","12217"
"85.650","82.6683","15","-0.0850","0.1488","0.4053","107.1929","-2.0779","107.3312","3.6000","0.1000","633.1980","59.12507500","25.74789537","16.0","554.5","0.0","12243"
"85.700","83.1049","15","-0.0792","0.1538","0.4272","107.0609","-1.9298","107.3577","3.6000","0.1000","685.3821","59.12507193","25.74791474","16.0","556.5","0.0","12287"
"85.750","83.7993","15","-0.0666","0.1576","0.4191","107.1743","-1.6190","107.3682","3.6000","0.1000","823.7829","59.12506875","25.74793438","16.0","559.0","0.0","12368"
"85.800","84.0718","15","-0.0611","0.1632","0.4476","107.3371","-1.4792","107.3813","3.6000","0.1000","904.5628","59.12506559","25.74795383","16.0","561.0","0.0","12367"
"85.850","84.1115","15","-0.0591","0.1588","0.4379","107.0555","-1.4255","107.3977","3.6000","0.1000","939.0660","59.12506262","25.74797342","16.0","563.0","0.0","12402"
"85.900","83.9461","15","-0.0612","0.1533","0.4534","106.9106","-1.4712","107.4096","3.6000","0.1000","908.1023","59.12505960","25.74799284","16.0","565.0","0.0","12520"
"85.950","84.5572","15","-0.0700","0.1534","0.4622","106.9425","-1.6772","107.4249","3.6000","0.1000","802.3962","59.12505653","25.74801270","16.0","567.0","0.0","12469"
"86.000","84.8700","15","-0.0721","0.1455","0.4679","106.8292","-1.7223","107.4423","3.6000","0.1000","784.2654","59.12505343","25.74803242","16.0","568.0","0.0","12503"
"86.050","85.1354","15","-0.0908","0.1087","0.4698","106.7452","-2.1636","107.4519","3.6000","0.1000","626.2608","59.12505035","25.74805230","16.0","569.5","0.0","12526"
"86.100","85.1755","15","-0.1354","0.0689","0.4643","106.5371","-3.2198","107.4529","3.6000","0.1000","421.0218","59.12504741","25.74807216","16.0","570.5","0.0","12530"
"86.150","85.2252","15","-0.1853","0.0348","0.4535","106.2052","-4.3995","107.4670","3.6000","0.1000","308.3052","59.12504453","25.74809203","16.0","571.5","0.0","12512"
"86.200","85.2824","15","-0.2143","0.0018","0.4714","106.0761","-5.0847","107.4765","3.6000","0.1000","266.9386","59.12504159","25.74811192","16.0","572.0","0.0","12466"
"86.250","85.1883","15","-0.2430","-0.0454","0.4758","105.8043","-5.7663","107.4883","3.6000","0.1000","235.1279","59.12503879","25.74813181","16.0","573.0","0.0","12412"
"86.300","85.1499","15","-0.3067","-0.1265","0.4639","105.4230","-7.2860","107.4869","3.6000","0.1000","186.0014","59.12503605","25.74815181","16.0","573.0","0.0","12273"
"86.350","84.6887","15","-0.4147","-0.2305","0.4508","105.1545","-9.8788","107.4760","3.6000","0.1000","136.4392","59.12503339","25.74817141","16.0","573.0","0.0","12071"
"86.400","83.9621","15","-0.5092","-0.3261","0.4610","104.4603","-12.1953","107.4869","3.6000","0.1000","109.5750","59.12503108","25.74819103","16.0","572.5","0.0","12017"
"86.450","83.3450","15","-0.5920","-0.3719","0.4690","103.5806","-14.2784","107.5023","3.6000","0.1000","92.9010","59.12502888","25.74821061","16.0","571.0","0.0","11810"
"86.500","82.7448","15","-0.6767","-0.4046","0.4741","102.9347","-16.4518","107.5077","3.6000","0.1000","80.0475","59.12502683","25.74823006","16.0","568.0","0.0","11787"
"86.550","81.8669","15","-0.7742","-0.4550","0.4609","101.9310","-18.9873","107.4958","3.6000","0.1000","68.6221","59.12502505","25.74824931","16.0","564.0","0.0","11403"
"86.600","80.9141","15","-0.8962","-0.4973","0.4440","100.8097","-22.2055","107.4896","3.6000","0.1028","57.9941","59.12502349","25.74826838","16.0","559.0","0.0","11567"
"86.650","79.8635","15","-1.0205","-0.5137","0.4434","99.4080","-25.5648","107.4851","3.6000","0.1152","49.7193","59.12502234","25.74828728","16.0","552.5","0.0","11362"
"86.700","79.1215","15","-1.1189","-0.5082","0.4277","98.0822","-28.3519","107.4770","3.6000","0.1200","44.4153","59.12502137","25.74830607","16.0","546.0","0.0","11296"
"86.750","78.1219","15","-1.2175","-0.4894","0.4116","96.7470","-31.2039","107.4651","3.6000","0.1300","39.8460","59.12502064","25.74832477","16.0","539.0","0.0","11078"
"86.800","77.6949","15","-1.3020","-0.4507","0.4107","95.2459","-33.7449","107.4670","3.6000","0.1328","36.6442","59.12502022","25.74834327","16.0","531.0","0.0","11079"
"86.850","76.7878","15","-1.3446","-0.4125","0.4050","93.3860","-35.2150","107.4638","3.6000","0.1400","34.7044","59.12502024","25.74836175","16.0","523.5","0.0","11047"
"86.900","75.6753","15","-1.3709","-0.3747","0.4173","91.2718","-36.2563","107.4671","3.6000","0.1478","33.2193","59.12502068","25.74837982","16.0","515.5","0.0","11008"
"86.950","75.0462","15","-1.3834","-0.3327","0.3777","89.0476","-36.9176","107.4621","3.6000","0.1497","32.3531","59.12502141","25.74839769","16.0","508.0","0.0","10972"
"87.000","74.8089","15","-1.3639","-0.3047","0.3733","87.4728","-36.6929","107.4666","3.6000","0.1400","32.4483","59.12502222","25.74841580","16.0","500.5","0.0","10903"
"87.050","74.2220","15","-1.3668","-0.3087","0.3531","85.7867","-37.0512","107.4509","3.6000","0.1400","31.8824","59.12502333","25.74843348","16.0","493.2","0.0","10891"
"87.100","73.6516","15","-1.3611","-0.3222","0.3345","83.9893","-37.1835","107.4412","3.6000","0.1400","31.5248","59.12502475","25.74845109","16.0","485.5","0.0","10765"
"87.150","73.0864","15","-1.3638","-0.3538","0.3227","82.2359","-37.5621","107.4248","3.6000","0.1400","30.9675","59.12502637","25.74846831","16.0","478.2","0.0","10646"
"87.200","72.3189","15","-1.3444","-0.3841","0.3623","80.6498","-37.3643","107.4441","3.6000","0.1400","30.8045","59.12502822","25.74848549","16.0","471.0","0.0","10505"
"87.250","71.4653","15","-1.3203","-0.4253","0.3417","78.6687","-37.0595","107.4401","3.6000","0.1452","30.6913","59.12503043","25.74850201","16.0","464.2","0.0","10317"
"87.300","70.7102","15","-1.3006","-0.4415","0.3284","76.3623","-36.9108","107.4417","3.6000","0.1577","30.4894","59.12503308","25.74851829","16.0","457.8","0.0","10091"
"87.350","69.8753","15","-1.2902","-0.4257","0.3123","74.3628","-37.0351","107.4264","3.6000","0.1597","30.0282","59.12503581","25.74853420","16.0","451.2","0.0","9955"
"87.400","68.9676","15","-1.3131","-0.4144","0.3085","72.4430","-38.1169","107.4312","3.6000","0.1500","28.7970","59.12503885","25.74854979","16.0","445.5","0.0","9952"
"87.450","68.1306","15","-1.3649","-0.4185","0.2912","70.6243","-40.0613","107.4274","3.6000","0.1447","27.0668","59.12504200","25.74856485","16.0","440.0","0.0","9808"
"87.500","67.2601","15","-1.3993","-0.4165","0.2802","68.7131","-41.5349","107.4156","3.6000","0.1478","25.7730","59.12504543","25.74857972","16.0","435.0","0.0","9648"
"87.550","66.8841","15","-1.4324","-0.4053","0.2640","66.7087","-43.0024","107.4049","3.6000","0.1600","24.7543","59.12504909","25.74859438","16.0","430.5","0.0","9612"
"87.600","66.2107","15","-1.4404","-0.3633","0.2221","65.0694","-43.7230","107.3946","3.6000","0.1600","24.1012","59.12505296","25.74860853","16.0","426.5","0.0","9548"
"87.650","65.7753","15","-1.4302","-0.3193","0.2007","62.7220","-43.8536","107.3784","3.6000","0.1548","23.8714","59.12505720","25.74862213","16.0","423.5","0.0","9602"
"87.700","65.4004","15","-1.4180","-0.2803","0.1827","60.2748","-43.8754","107.3707","3.6000","0.1500","23.7235","59.12506182","25.74863543","16.0","421.0","0.0","9571"
"87.750","64.3386","15","-1.4242","-0.2409","0.1544","56.9993","-44.4303","107.3547","3.6000","0.1700","23.0469","59.12506684","25.74864779","16.0","419.5","0.0","9634"
"87.800","63.5314","15","-1.4646","-0.2121","0.1401","54.2350","-46.0128","107.3617","3.6000","0.1673","21.9750","59.12507199","25.74865966","16.0","418.8","0.0","9687"
"87.850","63.5335","15","-1.4977","-0.2004","0.1564","52.7934","-47.3582","107.3687","3.6000","0.1548","21.3515","59.12507704","25.74867165","16.0","418.8","0.0","9746"
"87.900","63.5539","15","-1.5063","-0.1714","0.1494","51.2502","-47.9241","107.3704","3.6000","0.1500","21.1061","59.12508231","25.74868338","16.0","419.2","0.0","9763"
"87.950","63.1263","15","-1.5164","-0.1390","0.1694","49.2684","-48.5102","107.3816","3.6000","0.1405","20.7108","59.12508779","25.74869475","16.0","420.2","0.0","9774"
"88.000","62.7597","15","-1.5315","-0.1078","0.1845","46.4275","-49.2137","107.3940","3.6000","0.1628","20.2962","59.12509356","25.74870500","16.0","421.2","0.0","9753"
"88.050","62.4354","15","-1.5428","-0.0835","0.1894","43.4753","-49.7587","107.3948","3.6000","0.1752","19.9702","59.12509967","25.74871480","16.0","422.8","0.0","9739"
"88.100","62.2564","15","-1.5788","-0.0866","0.2022","40.5902","-51.0780","107.4055","3.6000","0.1800","19.3986","59.12510590","25.74872408","16.0","424.2","0.0","9758"
"88.150","62.1796","15","-1.6657","-0.0846","0.1712","37.6093","-54.0643","107.4170","3.6000","0.1898","18.3045","59.12511247","25.74873263","16.0","426.2","0.0","9633"
"88.200","62.2835","15","-1.7133","-0.0686","0.2029","34.9562","-55.7900","107.4169","3.6000","0.1772","17.7679","59.12511925","25.74874070","16.0","428.2","0.0","9731"
"88.250","62.2471","15","-1.7405","-0.0530","0.1909","32.8427","-56.8376","107.4237","3.6000","0.1647","17.4303","59.12512602","25.74874834","16.0","430.2","0.0","9797"
"88.300","61.8567","15","-1.7064","-0.0453","0.2022","30.0033","-55.8596","107.4402","3.6000","0.1755","17.6242","59.12513290","25.74875515","16.0","432.2","0.0","9670"
"88.350","61.4106","15","-1.5906","-0.0266","0.2489","26.8659","-52.1845","107.4603","3.6000","0.1900","18.7293","59.12513999","25.74876114","16.0","434.2","0.0","9654"
"88.400","61.1905","15","-1.4846","0.0029","0.2511","24.4949","-48.7749","107.4669","3.6000","0.1900","19.9667","59.12514716","25.74876678","16.0","436.2","0.0","9771"
"88.450","61.1166","15","-1.4641","0.0137","0.3018","21.8977","-48.1304","107.4883","3.6000","0.1900","20.2097","59.12515436","25.74877180","16.0","438.0","0.0","9723"
"88.500","61.4916","15","-1.4809","0.0277","0.3114","19.4078","-48.6985","107.4924","3.6000","0.1900","20.0965","59.12516182","25.74877621","16.0","440.2","0.0","9598"
"88.550","61.5635","15","-1.4684","0.0557","0.3208","18.0977","-48.2808","107.5060","3.6000","0.1700","20.2941","59.12516923","25.74878056","16.0","441.8","0.0","9761"
"88.600","61.9400","15","-1.4384","0.0945","0.3416","15.5407","-47.2458","107.5058","3.6000","0.1727","20.8654","59.12517688","25.74878409","16.0","443.8","0.0","9891"
"88.650","62.0813","15","-1.4155","0.1252","0.3412","12.6237","-46.3918","107.5073","3.6000","0.1800","21.2980","59.12518461","25.74878661","16.0","445.5","0.0","9626"
"88.700","62.2458","15","-1.4078","0.1310","0.3323","10.3392","-46.0020","107.5066","3.6000","0.1723","21.5354","59.12519235","25.74878873","16.0","447.5","0.0","9719"
"88.750","62.3988","15","-1.4042","0.1264","0.2938","8.1825","-45.7444","107.4890","3.6000","0.1702","21.7099","59.12520009","25.74879032","16.0","449.5","0.0","9742"
"88.800","62.1839","15","-1.4420","0.1200","0.3061","5.4962","-46.8375","107.4902","3.6000","0.1828","21.1302","59.12520787","25.74879122","16.0","451.5","0.0","9696"
"88.850","62.3687","15","-1.4805","0.1161","0.3233","2.9638","-47.9591","107.5078","3.6000","0.1848","20.6974","59.12521573","25.74879117","16.0","453.5","0.0","9838"
"88.900","62.7118","15","-1.4755","0.1170","0.3243","1.3895","-47.6736","107.5162","3.6000","0.1645","20.9359","59.12522362","25.74879118","16.0","455.8","0.0","9858"
"88.950","63.0083","15","-1.4770","0.1292","0.3065","-0.9240","-47.5994","107.5193","3.6000","0.1702","21.0677","59.12523165","25.74879052","16.0","458.0","0.0","9989"
"89.000","63.2707","15","-1.4686","0.1434","0.2941","-3.8994","-47.1853","107.5086","3.6000","0.1800","21.3411","59.12523956","25.74878846","16.0","460.0","0.0","9912"
"89.050","63.3662","15","-1.4421","0.1437","0.2932","-6.2652","-46.1812","107.5147","3.6000","0.1748","21.8380","59.12524747","25.74878611","16.0","462.2","0.0","9965"
"89.100","63.6983","15","-1.4408","0.1698","0.2836","-8.3691","-45.9813","107.5196","3.6000","0.1700","22.0479","59.12525540","25.74878336","16.0","464.0","0.0","10022"
"89.150","63.9921","15","-1.4340","0.2114","0.3108","-10.2694","-45.5780","107.5192","3.6000","0.1602","22.3456","59.12526332","25.74878012","16.0","466.0","0.0","9925"
"89.200","64.1416","15","-1.3679","0.2266","0.3227","-12.8801","-43.2480","107.5368","3.6000","0.1700","23.6044","59.12527107","25.74877600","16.0","468.0","0.0","9955"
"89.250","64.6805","15","-1.3100","0.2380","0.3933","-15.0239","-41.1827","107.5785","3.6000","0.1700","24.9965","59.12527888","25.74877135","16.0","469.8","0.0","9833"
"89.300","65.0537","15","-1.2723","0.2530","0.4080","-17.1777","-39.7572","107.5938","3.6000","0.1700","26.0421","59.12528669","25.74876621","16.0","472.0","0.0","9900"
"89.350","65.4353","15","-1.2039","0.2808","0.4139","-19.0446","-37.3783","107.5962","3.6000","0.1700","27.8620","59.12529435","25.74876053","16.0","473.8","0.0","9860"
"89.400","65.9102","15","-1.1177","0.2815","0.3922","-20.5008","-34.4504","107.5973","3.6000","0.1700","30.4494","59.12530203","25.74875455","16.0","475.2","0.0","9983"
"89.450","66.4745","15","-1.1150","0.2638","0.4007","-21.9319","-34.1194","107.6139","3.6000","0.1752","31.0080","59.12530974","25.74874812","16.0","477.2","0.0","10118"
"89.500","66.9478","15","-1.1456","0.2506","0.4368","-23.6693","-34.8256","107.6389","3.6000","0.1955","30.5955","59.12531733","25.74874113","16.0","478.8","0.0","10245"
"89.550","67.4245","15","-1.1509","0.2195","0.4570","-25.4412","-34.7722","107.6688","3.6000","0.2097","30.8607","59.12532491","25.74873361","16.0","480.5","0.0","10239"
"89.600","67.5860","15","-1.1606","0.1927","0.4331","-27.4440","-34.8773","107.6528","3.6000","0.1972","30.8414","59.12533219","25.74872557","16.0","482.5","0.0","10300"
"89.650","68.0023","15","-1.1881","0.1639","0.4111","-29.2535","-35.5396","107.6517","3.6000","0.1848","30.4531","59.12533942","25.74871697","16.0","484.2","0.0","10315"
"89.700","68.0855","15","-1.2458","0.1447","0.4061","-30.9605","-37.1254","107.6521","3.6000","0.1800","29.1879","59.12534650","25.74870806","16.0","486.0","0.0","10361"
"89.750","68.2566","15","-1.2727","0.1338","0.4038","-32.9864","-37.8023","107.6582","3.6000","0.1702","28.7373","59.12535340","25.74869860","16.0","487.5","0.0","10302"
"89.800","68.2664","15","-1.2561","0.1424","0.3958","-35.0321","-37.1972","107.6592","3.6000","0.1772","29.2090","59.12536011","25.74868844","16.0","489.2","0.0","10359"
"89.850","68.8028","15","-1.2062","0.1575","0.3555","-36.6619","-35.6018","107.6486","3.6000","0.1647","30.7577","59.12536683","25.74867805","16.0","491.0","0.0","10419"
"89.900","69.0729","15","-1.1394","0.1650","0.3520","-38.0461","-33.5070","107.6520","3.6000","0.1600","32.8089","59.12537348","25.74866724","16.0","492.8","0.0","10399"
"89.950","69.2958","15","-1.0716","0.1844","0.3466","-39.9928","-31.3887","107.6616","3.6000","0.1600","35.1361","59.12537976","25.74865601","16.0","494.5","0.0","10463"
"90.000","69.5134","15","-1.0174","0.2039","0.3569","-41.3624","-29.6675","107.6680","3.6000","0.1600","37.2913","59.12538613","25.74864453","16.0","496.2","0.0","10460"
"90.050","69.9801","15","-0.9561","0.2180","0.3347","-42.8278","-27.7437","107.6626","3.6000","0.1600","40.1449","59.12539233","25.74863258","16.0","497.5","0.0","10510"
"90.100","70.4984","15","-0.8882","0.2253","0.3387","-43.9726","-25.6351","107.6689","3.6000","0.1600","43.7688","59.12539849","25.74862040","16.0","499.2","0.0","10516"
"90.150","70.8808","15","-0.8185","0.2360","0.3187","-45.0010","-23.4945","107.6565","3.6000","0.1597","48.0156","59.12540466","25.74860783","16.0","500.8","0.0","10586"
"90.200","71.3764","15","-0.7751","0.2336","0.2972","-46.2319","-22.1218","107.6677","3.6000","0.1500","51.3516","59.12541062","25.74859513","16.0","502.5","0.0","10611"
"90.250","71.3736","15","-0.7456","0.2341","0.3235","-47.6694","-21.1587","107.6891","3.6000","0.1447","53.6869","59.12541633","25.74858208","16.0","504.2","0.0","10758"
"90.300","72.0843","15","-0.7156","0.2381","0.3165","-48.4267","-20.1946","107.6865","3.6000","0.1322","56.8102","59.12542227","25.74856874","16.0","505.8","0.0","10732"
"90.350","72.3359","15","-0.6777","0.2431","0.2825","-49.3028","-19.0152","107.6674","3.6000","0.1297","60.5441","59.12542794","25.74855516","16.0","507.5","0.0","10840"
"90.400","72.8113","15","-0.6410","0.2354","0.2604","-50.1202","-17.8822","107.6682","3.6000","0.1173","64.8033","59.12543369","25.74854131","16.0","508.8","0.0","10868"
"90.450","73.2892","15","-0.6175","0.2357","0.2460","-50.9721","-17.1285","107.6557","3.6000","0.1100","68.0988","59.12543931","25.74852723","16.0","510.5","0.0","10903"
"90.500","73.7185","15","-0.5779","0.2342","0.2275","-51.9766","-15.9419","107.6592","3.6000","0.1100","73.5961","59.12544480","25.74851298","16.0","512.0","0.0","10959"
"90.550","74.2141","15","-0.5232","0.2326","0.2326","-52.7308","-14.3538","107.6561","3.6000","0.1100","82.2886","59.12545031","25.74849838","16.0","513.5","0.0","10975"
"90.600","74.4231","15","-0.4527","0.2325","0.2078","-53.3664","-12.3536","107.6469","3.6000","0.1100","95.8816","59.12545574","25.74848370","16.0","515.0","0.0","11023"
"90.650","74.7875","15","-0.3879","0.2159","0.2029","-53.8715","-10.5251","107.6538","3.6000","0.1100","113.0893","59.12546111","25.74846899","16.0","516.5","0.0","11061"
"90.700","75.2938","15","-0.3484","0.2109","0.1823","-54.4532","-9.4054","107.6491","3.6000","0.1100","127.4093","59.12546651","25.74845391","16.0","518.5","0.0","11123"
"90.750","75.5174","15","-0.3097","0.2027","0.1818","-54.6812","-8.3194","107.6534","3.6000","0.1100","144.4683","59.12547187","25.74843896","16.0","520.0","0.0","11197"
"90.800","76.0546","15","-0.2438","0.2084","0.1600","-54.8703","-6.5194","107.6372","3.6000","0.1100","185.6671","59.12547744","25.74842370","16.0","521.5","0.0","11222"
"90.850","76.2396","15","-0.1928","0.2073","0.1286","-55.2938","-5.1301","107.6230","3.6000","0.1100","236.5219","59.12548274","25.74840840","16.0","523.5","0.0","11313"
"90.900","76.5030","15","-0.1693","0.2027","0.1176","-55.4921","-4.4829","107.6206","3.6000","0.1100","271.6052","59.12548810","25.74839310","16.0","525.5","0.0","11345"
"90.950","77.1393","15","-0.1669","0.2143","0.1033","-55.6395","-4.3985","107.6075","3.6000","0.1100","279.1222","59.12549355","25.74837751","16.0","527.0","0.0","11419"
"91.000","77.4968","15","-0.1865","0.2225","0.0753","-55.9993","-4.8899","107.5979","3.6000","0.1100","252.2344","59.12549889","25.74836174","16.0","529.5","0.0","11473"
"91.050","77.9104","15","-0.1944","0.2235","0.0479","-56.2844","-5.0728","107.5761","3.6000","0.1100","244.4357","59.12550425","25.74834594","16.0","531.5","0.0","11535"
"91.100","78.3931","15","-0.1813","0.2226","0.0079","-56.4404","-4.7077","107.5546","3.6000","0.1100","265.0284","59.12550974","25.74832994","16.0","534.0","0.0","11578"
"91.150","78.3693","15","-0.1538","0.2285","-0.0461","-56.6280","-3.9730","107.5257","3.6000","0.1100","313.9392","59.12551506","25.74831396","16.0","536.0","0.0","11682"
"91.200","78.9416","15","-0.1297","0.2300","-0.0559","-56.8642","-3.3334","107.5126","3.6000","0.1100","376.9079","59.12552034","25.74829780","16.0","538.5","0.0","11700"
"91.250","79.4484","15","-0.0840","0.2148","-0.1055","-57.0222","-2.1489","107.4789","3.6000","0.1100","588.4252","59.12552582","25.74828151","16.0","540.5","0.0","11787"
"91.300","79.8415","15","-0.0391","0.2110","-0.1456","-57.1813","-0.9959","107.4468","3.6000","0.1100","1275.9089","59.12553116","25.74826511","16.0","542.5","0.0","11846"
"91.350","80.3377","15","-0.0140","0.2015","-0.1781","-57.2210","-0.3557","107.4180","3.6000","0.1100","3595.0466","59.12553663","25.74824861","16.0","544.5","0.0","11868"
"91.400","80.4419","15","0.0165","0.2000","-0.2252","-56.9766","0.4163","107.3897","3.6000","0.1100","3075.5100","59.12554230","25.74823235","16.0","547.0","0.0","11953"
"91.450","80.8803","15","0.0370","0.2047","-0.2596","-56.7990","0.9287","107.3582","3.6000","0.1100","1386.1152","59.12554793","25.74821579","16.0","549.0","0.0","12011"
"91.500","81.2211","15","0.0437","0.2058","-0.3222","-56.7444","1.0926","107.2999","3.6000","0.1100","1183.1587","59.12555356","25.74819935","16.0","551.5","0.0","12146"
"91.550","81.4691","15","0.0678","0.2081","-0.3997","-56.8181","1.6869","107.2461","3.6000","0.1103","768.6451","59.12555914","25.74818274","16.0","553.5","0.0","12328"
